Data zaladunku;Miejsce zaladunku;Data operacji;Dostawca;Typ operacji;Nr WZ;Czy magazynowane;Deklaracja/KZR;Volumen;Jednostka miary;Cena zakupu/produkcji;Wartosc;Cena sprzedazy;Produkt;Rodzaj zrebki;Rabanie (kto);Koszt rabania;Przewoznik;Nr rejestracyjny;Odleglosc km;Stawka zl/km;Koszt transportu;Odbiorca;Miejsce pochodzenia;Uwagi;Utworzyl;Data dodania wpisu;ID operacji;ID powiazania;Status
2026-07-23;;2026-07-23;Lander Agro;ZAKUP;PZ/21/D;TAK;KZR;28.01;M3;230.0;6442.3;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-27 17:45:09;OP-MIGR-00155;;AKTYWNY
2026-07-23;;2026-07-23;Lander Agro;ZAKUP;PZ/22/D;TAK;KZR;29.99;M3;230.0;6897.7;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-27 17:46:01;OP-MIGR-00156;;AKTYWNY
2026-07-23;;2026-07-23;Fioskip Adam Skipioł;ZAKUP;PZ/30;TAK;KZR;80.0;MP;40.0;3200.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 15:01:28;OP-MIGR-00157;;AKTYWNY
2026-07-23;;2026-07-23;Magazyn Zabrze;PRODUKCJA;PZ/30;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 15:02:54;OP-MIGR-00158;;AKTYWNY
2026-07-23;;2026-07-23;Magazyn Zabrze;ZUŻYCIE;PZ/30;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-30 15:02:54;OP-MIGR-00159;;AKTYWNY
2026-07-23;Pszczyna;2026-07-23;Magazyn Zabrze;ZAKUP;PZ/30;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Kretek);SK 7J885;140.0;5.0;700.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 15:03:48;OP-MIGR-00160;;AKTYWNY
2026-07-24;;2026-07-24;Lander Agro;ZAKUP;PZ/23/D;TAK;KZR;15.09;M3;230.0;3470.7;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-26 20:12:43;OP-MIGR-00161;;AKTYWNY
2026-07-24;;2026-07-24;Walber;ZAKUP;PZ/31;TAK;KZR;24.36;TON;275.0;6699.0;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;75 mp;Roesner Mateusz;2026-07-26 20:17:19;OP-MIGR-00162;;AKTYWNY
2026-07-24;;2026-07-24;Walber;ZAKUP;PZ/32;TAK;KZR;23.18;TON;275.0;6374.5;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;82 mp;Roesner Mateusz;2026-07-26 20:18:58;OP-MIGR-00163;;AKTYWNY
2026-07-24;;2026-07-24;Walber;ZAKUP;PZ/33;TAK;KZR;23.52;TON;275.0;6468.0;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;78 mp;Roesner Mateusz;2026-07-26 20:20:38;OP-MIGR-00164;;AKTYWNY
2026-07-24;;2026-07-24;Walber;ZAKUP;PZ/34;TAK;KZR;23.78;TON;275.0;6539.5;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;75 mp;Roesner Mateusz;2026-07-26 20:21:44;OP-MIGR-00165;;AKTYWNY
2026-07-24;;2026-07-24;Walber;ZAKUP;PZ/35;TAK;KZR;23.9;TON;275.0;6594.5;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;75 mp;Roesner Mateusz;2026-07-26 20:23:42;OP-MIGR-00166;;AKTYWNY
2026-07-24;Gdańsk;2026-07-24;Port Północny Gdańsk;ZAKUP;PZ/3/ŁN;TAK;KZR;1185.4;TON;0.0;0.0;0.0;Łupiny nerkowca;;;0.0;DB Cargo;;0.0;0.0;0.0;Magazyn Zabrze;;43 Wagony;Roesner Mateusz;2026-07-28 07:20:06;OP-MIGR-00167;;AKTYWNY
2026-07-27;;2026-07-27;Grandpol;ZAKUP;PZ/36;TAK;KZR;57.0;MP;40.0;2280.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 20:37:09;OP-MIGR-00168;;AKTYWNY
2026-07-27;;2026-07-27;Magazyn Zabrze;PRODUKCJA;PZ/36;TAK;KZR;57.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 20:38:09;OP-MIGR-00169;;AKTYWNY
2026-07-27;;2026-07-27;Magazyn Zabrze;ZUŻYCIE;PZ/36;TAK;KZR;57.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-30 20:38:09;OP-MIGR-00170;;AKTYWNY
2026-07-27;Ściborzyce;2026-07-27;Magazyn Zabrze;ZAKUP;PZ/36;TAK;KZR;57.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Wiór);SK 7H433;200.0;6.0;1200.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 20:41:16;OP-MIGR-00171;;AKTYWNY
2026-07-27;;2026-07-27;Grandpol;ZAKUP;PZ/37;TAK;KZR;86.0;MP;45.0;3870.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:43:16;OP-MIGR-00172;;AKTYWNY
2026-07-27;;2026-07-27;Magazyn Zabrze;PRODUKCJA;PZ/37;TAK;KZR;86.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:44:12;OP-MIGR-00173;;AKTYWNY
2026-07-27;;2026-07-27;Magazyn Zabrze;ZUŻYCIE;PZ/37;TAK;KZR;86.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 06:44:12;OP-MIGR-00174;;AKTYWNY
2026-07-27;Ściborzyce;2026-07-27;Magazyn Zabrze;ZAKUP;PZ/37;TAK;KZR;86.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Wilczak);SK 7J884;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:45:36;OP-MIGR-00175;;AKTYWNY
2026-07-27;;2026-07-27;Grandpol;ZAKUP;PZ/38;TAK;KZR;88.0;MP;45.0;3960.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:47:42;OP-MIGR-00176;;AKTYWNY
2026-07-27;;2026-07-27;Magazyn Zabrze;PRODUKCJA;PZ/38;TAK;KZR;88.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:48:14;OP-MIGR-00177;;AKTYWNY
2026-07-27;;2026-07-27;Magazyn Zabrze;ZUŻYCIE;PZ/38;TAK;KZR;88.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 06:48:14;OP-MIGR-00178;;AKTYWNY
2026-07-27;Ściborzyce;2026-07-27;Magazyn Zabrze;ZAKUP;PZ/38;TAK;KZR;88.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Kretek);SK 7J885;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:49:27;OP-MIGR-00179;;AKTYWNY
2026-07-27;;2026-07-27;Grandpol;ZAKUP;PZ/39;TAK;KZR;87.0;MP;45.0;3915.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:19:19;OP-MIGR-00180;;AKTYWNY
2026-07-27;;2026-07-27;Magazyn Zabrze;PRODUKCJA;PZ/39;TAK;KZR;87.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:19:51;OP-MIGR-00181;;AKTYWNY
2026-07-27;;2026-07-27;Magazyn Zabrze;ZUŻYCIE;PZ/39;TAK;KZR;87.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 07:19:51;OP-MIGR-00182;;AKTYWNY
2026-07-27;Ściborzyce;2026-07-27;Magazyn Zabrze;ZAKUP;PZ/39;TAK;KZR;87.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;Nowatrans;WND 3546F;200.0;6.0;1200.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:20:50;OP-MIGR-00183;;AKTYWNY
2026-07-28;;2026-07-28;Lander Agro;ZAKUP;PZ/24/D;TAK;KZR;30.0;M3;230.0;6900.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-29 12:39:52;OP-MIGR-00184;;AKTYWNY
2026-07-28;;2026-07-28;Lander Agro;ZAKUP;PZ/25/D;TAK;KZR;29.95;M3;230.0;6888.5;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-29 12:40:44;OP-MIGR-00185;;AKTYWNY
2026-07-28;Magazyn Pyskowice;2026-07-28;Magazyn Pyskowice;MM;MM-51;TAK;;84.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;WND 3546F;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-29 12:47:10;OP-MIGR-00186;;AKTYWNY
2026-07-28;;2026-07-28;Grandpol;ZAKUP;PZ/40;TAK;KZR;82.0;MP;45.0;3690.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:52:50;OP-MIGR-00187;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;PRODUKCJA;PZ/40;TAK;KZR;82.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:53:26;OP-MIGR-00188;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;ZUŻYCIE;PZ/40;TAK;KZR;82.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 06:53:27;OP-MIGR-00189;;AKTYWNY
2026-07-28;Głubczyce;2026-07-28;Magazyn Zabrze;ZAKUP;PZ/40;TAK;KZR;82.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Wilczak);SK 7J884;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:55:31;OP-MIGR-00190;;AKTYWNY
2026-07-28;;2026-07-28;Grandpol;ZAKUP;PZ/41;TAK;KZR;84.0;MP;45.0;3780.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:57:05;OP-MIGR-00191;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;PRODUKCJA;PZ/41;TAK;KZR;84.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:57:51;OP-MIGR-00192;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;ZUŻYCIE;PZ/41;TAK;KZR;84.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 06:57:51;OP-MIGR-00193;;AKTYWNY
2026-07-28;Głubczyce;2026-07-28;Magazyn Zabrze;ZAKUP;PZ/41;TAK;KZR;84.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Kretek);SK 7J885;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 06:58:38;OP-MIGR-00194;;AKTYWNY
2026-07-28;;2026-07-28;Grandpol;ZAKUP;PZ/42;TAK;KZR;57.0;MP;20.0;1140.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:01:41;OP-MIGR-00195;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;PRODUKCJA;PZ/42;TAK;KZR;57.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:02:26;OP-MIGR-00196;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;ZUŻYCIE;PZ/42;TAK;KZR;57.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 07:02:26;OP-MIGR-00197;;AKTYWNY
2026-07-28;Kwiatniów;2026-07-28;Magazyn Zabrze;ZAKUP;PZ/42;TAK;KZR;57.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Wiór);SK 7H433;200.0;6.0;1200.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:03:55;OP-MIGR-00198;;AKTYWNY
2026-07-28;;2026-07-28;Grandpol;ZAKUP;PZ/43;TAK;KZR;81.0;MP;45.0;3645.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:06:25;OP-MIGR-00199;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;PRODUKCJA;PZ/43;TAK;KZR;81.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:07:02;OP-MIGR-00200;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;ZUŻYCIE;PZ/43;TAK;KZR;81.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 07:07:02;OP-MIGR-00201;;AKTYWNY
2026-07-28;Głubczyce;2026-07-28;Magazyn Zabrze;ZAKUP;PZ/43;TAK;KZR;81.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Wilczak);SK 7J884;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:07:50;OP-MIGR-00202;;AKTYWNY
2026-07-28;;2026-07-28;Grandpol;ZAKUP;PZ/44;TAK;KZR;82.0;MP;45.0;3690.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:08:49;OP-MIGR-00203;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;PRODUKCJA;PZ/44;TAK;KZR;82.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:09:44;OP-MIGR-00204;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;ZUŻYCIE;PZ/44;TAK;KZR;82.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 07:09:45;OP-MIGR-00205;;AKTYWNY
2026-07-28;Głubczyce;2026-07-28;Magazyn Zabrze;ZAKUP;PZ/44;TAK;KZR;82.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Kretek);SK 7J885;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:10:35;OP-MIGR-00206;;AKTYWNY
2026-07-28;;2026-07-28;Grandpol;ZAKUP;PZ/45;TAK;KZR;80.0;MP;45.0;3600.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:23:48;OP-MIGR-00207;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;PRODUKCJA;PZ/45;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:24:23;OP-MIGR-00208;;AKTYWNY
2026-07-28;;2026-07-28;Magazyn Zabrze;ZUŻYCIE;PZ/45;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 07:24:23;OP-MIGR-00209;;AKTYWNY
2026-07-28;Głubczyce;2026-07-28;Magazyn Zabrze;ZAKUP;PZ/45;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;Nowatrans;WND 3546F;200.0;6.0;1200.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:25:15;OP-MIGR-00210;;AKTYWNY
2026-07-29;;2026-07-29;Lander Agro;ZAKUP;PZ/26/D;TAK;KZR;30.0;M3;230.0;6900.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-29 12:41:43;OP-MIGR-00211;;AKTYWNY
2026-07-29;Magazyn Pyskowice;2026-07-29;Magazyn Pyskowice;MM;MM-52;TAK;;60.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-31 00:26:33;OP-MIGR-00212;;AKTYWNY
2026-07-29;Magazyn Pyskowice;2026-07-29;Magazyn Pyskowice;MM;MM-53;TAK;;58.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;Kurs z 1 kontenerem.;Roesner Mateusz;2026-07-31 00:28:13;OP-MIGR-00213;;AKTYWNY
2026-07-29;;2026-07-29;NDL Chrzanów, Leśnictwo Chełmek;ZAKUP;PZ/46;TAK;Deklaracja;21.31;M3;141.0;3004.71;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:32:30;OP-MIGR-00214;;AKTYWNY
2026-07-29;;2026-07-29;Magazyn Zabrze;PRODUKCJA;PZ/46;TAK;Deklaracja;85.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 07:33:59;OP-MIGR-00215;;AKTYWNY
2026-07-29;;2026-07-29;Magazyn Zabrze;ZUŻYCIE;PZ/46;TAK;Deklaracja;85.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-31 07:33:59;OP-MIGR-00216;;AKTYWNY
2026-07-29;Chrzanów;2026-07-29;Magazyn Zabrze;ZAKUP;PZ/46  2/202624966/6105;TAK;Deklaracja;85.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;WND 3546F;200.0;6.0;1200.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-31 10:23:06;OP-MIGR-00217;;AKTYWNY
2026-07-29;;2026-07-29;NDL Chrzanów, Leśnictwo Chełmek;ZAKUP;PZ/47;TAK;Deklaracja;6.03;M3;141.0;850.23;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 10:56:02;OP-MIGR-00218;;AKTYWNY
2026-07-29;;2026-07-29;Magazyn Zabrze;PRODUKCJA;PZ/47;TAK;Deklaracja;24.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 10:57:57;OP-MIGR-00219;;AKTYWNY
2026-07-29;;2026-07-29;Magazyn Zabrze;ZUŻYCIE;PZ/47;TAK;Deklaracja;24.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-03 10:57:57;OP-MIGR-00220;;AKTYWNY
2026-07-29;Chrzanów;2026-07-29;Magazyn Zabrze;ZAKUP;PZ/47  2/202624966/6107;TAK;Deklaracja;24.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 10:59:30;OP-MIGR-00221;;AKTYWNY
2026-07-29;;2026-07-29;NDL Chrzanów, Leśnictwo Chełmek;ZAKUP;PZ/48;TAK;Deklaracja;20.1;M3;141.0;2834.1;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:02:35;OP-MIGR-00222;;AKTYWNY
2026-07-29;;2026-07-29;Magazyn Zabrze;PRODUKCJA;PZ/48;TAK;Deklaracja;80.4;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:03:48;OP-MIGR-00223;;AKTYWNY
2026-07-29;;2026-07-29;Magazyn Zabrze;ZUŻYCIE;PZ/48;TAK;Deklaracja;80.4;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-03 11:03:48;OP-MIGR-00224;;AKTYWNY
2026-07-29;Chrzanów;2026-07-29;Magazyn Zabrze;ZAKUP;PZ/478 2/202624966/6106;TAK;Deklaracja;80.4;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:05:19;OP-MIGR-00225;;AKTYWNY
2026-07-29;;2026-07-29;Lander Agro;ZAKUP;PZ/26/D;TAK;KZR;29.55;M3;230.0;6796.5;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-08-03 11:31:50;OP-MIGR-00226;;AKTYWNY
2026-07-29;;2026-07-29;Lander Agro;ZAKUP;PZ/27/D;TAK;KZR;30.0;M3;230.0;6900.0;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-08-03 11:35:13;OP-MIGR-00227;;AKTYWNY
2026-07-29;;2026-07-29;NDL Chrzanów, Leśnictwo Chełmek;ZAKUP;PZ/49;TAK;Deklaracja;21.31;M3;141.0;3004.71;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-06 09:47:41;OP-MIGR-00228;;AKTYWNY
2026-07-29;;2026-07-29;Magazyn Zabrze;PRODUKCJA;PZ/49;TAK;Deklaracja;85.24;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-06 09:48:42;OP-MIGR-00229;;AKTYWNY
2026-07-29;;2026-07-29;Magazyn Zabrze;ZUŻYCIE;PZ/49;TAK;Deklaracja;85.24;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-06 09:48:42;OP-MIGR-00230;;AKTYWNY
2026-07-29;Chrzanów;2026-07-29;Magazyn Zabrze;ZAKUP;PZ/49  2/202624966/6108;TAK;Deklaracja;85.24;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 4K626;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-06 10:00:57;OP-MIGR-00231;;AKTYWNY
2026-07-30;;2026-07-30;NDL Chrzanów, Leśnictwo Płoki;ZAKUP;PZ/50;TAK;Deklaracja;20.28;M3;141.0;2859.48;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:07:27;OP-MIGR-00232;;AKTYWNY
2026-07-30;;2026-07-30;Magazyn Zabrze;PRODUKCJA;PZ/50;TAK;Deklaracja;81.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:08:25;OP-MIGR-00233;;AKTYWNY
2026-07-30;;2026-07-30;Magazyn Zabrze;ZUŻYCIE;PZ/50;TAK;Deklaracja;81.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-03 11:08:25;OP-MIGR-00234;;AKTYWNY
